firstname,surname,born_country_code,died_country_code,gender,year,category,share,name_of_university,city_of_university,country_of_university,born_year
Dag,Hammarskjöld,SE,ZM,MALE,1961.0,peace,1.0,,,,1905.0
Martin Luther,King Jr.,US,US,MALE,1964.0,peace,1.0,,,,1929.0
René,Cassin,FR,FR,male,1968.0,peace,1.0,,,,1887.0
Norman,Borlaug,US,US,Male,1970.0,peace,1.0,,,,1914.0
Willy,Brandt,DE,DE,male,1971.0,peace,1.0,,,,1913.0
Henry,Kissinger,DE,,male,1973.0,peace,2.0,,,,1923.0
Le Duc Tho,,VN,VN,MALE,1973.0,peace,2.0,,,,1911.0
Seán,MacBride,FR,IE,Male,1974.0,peace,2.0,,,,1904.0
Eisaku,Sato,JP,JP,Male,1974.0,peace,2.0,,,,1901.0
Andrei,Sakharov,RU,RU,MALE,1975.0,peace,1.0,,,,1921.0
Betty,Williams,GB,GB,FEMALE,1976.0,peace,2.0,,,,1943.0
Mairead,Corrigan,GB,,Female,1976.0,peace,2.0,,,,1944.0
Anwar,al-Sadat,EG,EG,MALE,1978.0,peace,2.0,,,,1918.0
Menachem,Begin,BY,IL,MALE,1978.0,peace,2.0,,,,1913.0
Anjezë Gonxhe,Bojaxhiu,MK,IN,female,1979.0,peace,1.0,,,,1910.0
Adolfo,Pérez Esquivel,AR,,MALE,1980.0,peace,1.0,,,,1931.0
Alva,Myrdal,SE,SE,female,1982.0,peace,2.0,,,,1902.0
Alfonso,García Robles,MX,MX,male,1982.0,peace,2.0,,,,1911.0
Lech,Walesa,PL,,Male,1983.0,peace,1.0,,,,1943.0
Desmond,Tutu,ZA,,Male,1984.0,peace,1.0,,,,1931.0
Elie,Wiesel,RO,US,Male,1986.0,peace,1.0,,,,1928.0
Oscar,Arias Sánchez,CR,,male,1987.0,peace,1.0,,,,1940.0
Lhamo,Thondup,CN,,MALE,1989.0,peace,1.0,,,,1935.0
Mikhail,Gorbachev,RU,,male,1990.0,peace,1.0,,,,1931.0
Aung San Suu Kyi,,MM,,FEMALE,1991.0,peace,1.0,,,,1945.0
Rigoberta,Menchú Tum,GT,,Female,1992.0,peace,1.0,,,,1959.0
Nelson,Mandela,ZA,ZA,male,1993.0,peace,2.0,,,,1918.0
F.W.,de Klerk,ZA,,male,1993.0,peace,2.0,,,,1936.0
Yasser,Arafat,EG,FR,MALE,1994.0,peace,3.0,,,,1929.0
Shimon,Peres,BY,IL,Male,1994.0,peace,3.0,,,,1923.0
Yitzhak,Rabin,IL,IL,male,1994.0,peace,3.0,,,,1922.0
Joseph,Rotblat,PL,GB,MALE,1995.0,peace,2.0,,,,1908.0
Carlos Filipe Ximenes,Belo,TL,,male,1996.0,peace,2.0,,,,1948.0
José,Ramos-Horta,TL,,male,1996.0,peace,2.0,,,,1949.0
Jody,Williams,US,,FEMALE,1997.0,peace,2.0,,,,1950.0
John,Hume,GB,,male,1998.0,peace,2.0,,,,1937.0
David,Trimble,GB,,Male,1998.0,peace,2.0,,,,1944.0
Sully,Prudhomme,FR,FR,MALE,1901.0,literature,1.0,,,,1839.0
Theodor,Mommsen,DE,DE,Male,1902.0,literature,1.0,,,,1817.0
Bjørnstjerne,Bjørnson,NO,FR,male,1903.0,literature,1.0,,,,1832.0
Frédéric,Mistral,FR,FR,MALE,1904.0,literature,2.0,,,,1830.0
José,Echegaray,ES,ES,Male,1904.0,literature,2.0,,,,1832.0
Henryk,Sienkiewicz,PL,CH,MALE,1905.0,literature,1.0,,,,1846.0
Giosuè,Carducci,IT,IT,male,1906.0,literature,1.0,,,,1835.0
Rudyard,Kipling,IN,GB,male,1907.0,literature,1.0,,,,1865.0
Rudolf,Eucken,DE,DE,Male,1908.0,literature,1.0,,,,1846.0
Selma,Lagerlöf,SE,SE,Female,1909.0,literature,1.0,,,,1858.0
Paul,Heyse,DE,DE,Male,1910.0,literature,1.0,,,,1830.0
Maurice,Maeterlinck,BE,FR,male,1911.0,literature,1.0,,,,1862.0
Gerhart,Hauptmann,PL,PL,Male,1912.0,literature,1.0,,,,1862.0
Rabindranath,Tagore,IN,IN,Male,1913.0,literature,1.0,,,,1861.0
Romain,Rolland,FR,FR,Male,1915.0,literature,1.0,,,,1866.0
Verner,von Heidenstam,SE,SE,MALE,1916.0,literature,1.0,,,,1859.0
Karl,Gjellerup,DK,DE,MALE,1917.0,literature,2.0,,,,1857.0
Henrik,Pontoppidan,DK,DK,MALE,1917.0,literature,2.0,,,,1857.0
Carl,Spitteler,CH,CH,Male,1919.0,literature,1.0,,,,1845.0
Knut,Hamsun,NO,NO,male,1920.0,literature,1.0,,,,1859.0
Anatole,France,FR,FR,MALE,1921.0,literature,1.0,,,,1844.0
Jacinto,Benavente,ES,ES,male,1922.0,literature,1.0,,,,1866.0
William Butler,Yeats,IE,FR,Male,1923.0,literature,1.0,,,,1865.0
Wladyslaw,Reymont,PL,PL,male,1924.0,literature,1.0,,,,1867.0
George Bernard,Shaw,IE,GB,Male,1925.0,literature,1.0,,,,1856.0
Grazia,Deledda,IT,IT,Female,1926.0,literature,1.0,,,,1871.0
Henri,Bergson,FR,FR,Male,1927.0,literature,1.0,,,,1859.0
Sigrid,Undset,DK,NO,female,1928.0,literature,1.0,,,,1882.0
Thomas,Mann,DE,CH,MALE,1929.0,literature,1.0,,,,1875.0
Sinclair,Lewis,US,IT,Male,1930.0,literature,1.0,,,,1885.0
Erik Axel,Karlfeldt,SE,SE,male,1931.0,literature,1.0,,,,1864.0
John,Galsworthy,GB,GB,male,1932.0,literature,1.0,,,,1867.0
Ivan,Bunin,RU,FR,Male,1933.0,literature,1.0,,,,1870.0
Luigi,Pirandello,IT,IT,male,1934.0,literature,1.0,,,,1867.0
Eugene,O'Neill,US,US,Male,1936.0,literature,1.0,,,,1888.0
Roger,Martin du Gard,FR,FR,male,1937.0,literature,1.0,,,,1881.0
Pearl,Buck,US,US,Female,1938.0,literature,1.0,,,,1892.0
Frans Eemil,Sillanpää,FI,FI,MALE,1939.0,literature,1.0,,,,1888.0
Johannes V.,Jensen,DK,DK,Male,1944.0,literature,1.0,,,,1873.0
Gabriela,Mistral,CL,US,FEMALE,1945.0,literature,1.0,,,,1889.0
Hermann,Hesse,DE,CH,MALE,1946.0,literature,1.0,,,,1877.0
André,Gide,FR,FR,MALE,1947.0,literature,1.0,,,,1869.0
T.S.,Eliot,US,GB,male,1948.0,literature,1.0,,,,1888.0
William,Faulkner,US,US,male,1949.0,literature,1.0,,,,1897.0
Bertrand,Russell,GB,GB,Male,1950.0,literature,1.0,,,,1872.0
Pär,Lagerkvist,SE,SE,male,1951.0,literature,1.0,,,,1891.0
François,Mauriac,FR,FR,MALE,1952.0,literature,1.0,,,,1885.0
Winston,Churchill,GB,GB,Male,1953.0,literature,1.0,,,,1874.0
Ernest,Hemingway,US,US,male,1954.0,literature,1.0,,,,1899.0
Halldór,Laxness,IS,IS,male,1955.0,literature,1.0,,,,1902.0
Juan Ramón,Jiménez,ES,PR,MALE,1956.0,literature,1.0,,,,1881.0
Albert,Camus,DZ,FR,MALE,1957.0,literature,1.0,,,,1913.0
Boris,Pasternak,RU,RU,male,1958.0,literature,1.0,,,,1890.0
Salvatore,Quasimodo,IT,IT,male,1959.0,literature,1.0,,,,1901.0
Saint-John,Perse,GP,FR,male,1960.0,literature,1.0,,,,1887.0
Ivo,Andric,BA,RS,Male,1961.0,literature,1.0,,,,1892.0
John,Steinbeck,US,US,Male,1962.0,literature,1.0,,,,1902.0
Giorgos,Seferis,TR,GR,male,1963.0,literature,1.0,,,,1900.0
Jean-Paul,Sartre,FR,FR,Male,1964.0,literature,1.0,,,,1905.0
Mikhail,Sholokhov,RU,RU,male,1965.0,literature,1.0,,,,1905.0
Shmuel,Agnon,UA,IL,male,1966.0,literature,2.0,,,,1888.0
Nelly,Sachs,DE,SE,FEMALE,1966.0,literature,2.0,,,,1891.0
Miguel Angel,Asturias,GT,ES,MALE,1967.0,literature,1.0,,,,1899.0
Yasunari,Kawabata,JP,JP,Male,1968.0,literature,1.0,,,,1899.0
Samuel,Beckett,IE,FR,Male,1969.0,literature,1.0,,,,1906.0
Alexandr,Solzhenitsyn,RU,RU,male,1970.0,literature,1.0,,,,1918.0
Pablo,Neruda,CL,CL,male,1971.0,literature,1.0,,,,1904.0
Heinrich,Böll,DE,DE,MALE,1972.0,literature,1.0,,,,1917.0
Patrick,White,GB,AU,MALE,1973.0,literature,1.0,,,,1912.0
Eyvind,Johnson,SE,SE,male,1974.0,literature,2.0,,,,1900.0
Harry,Martinson,SE,SE,Male,1974.0,literature,2.0,,,,1904.0
Eugenio,Montale,IT,IT,male,1975.0,literature,1.0,,,,1896.0
Saul,Bellow,CA,US,MALE,1976.0,literature,1.0,,,,1915.0
Vicente,Aleixandre,ES,ES,Male,1977.0,literature,1.0,,,,1898.0
Isaac Bashevis,Singer,PL,US,MALE,1978.0,literature,1.0,,,,1904.0
Odysseus,Elytis,GR,GR,Male,1979.0,literature,1.0,,,,1911.0
Czeslaw,Milosz,LT,PL,MALE,1980.0,literature,1.0,,,,1911.0
Elias,Canetti,BG,CH,Male,1981.0,literature,1.0,,,,1905.0
Gabriel,García Márquez,CO,MX,MALE,1982.0,literature,1.0,,,,1927.0
William,Golding,GB,GB,Male,1983.0,literature,1.0,,,,1911.0
Jaroslav,Seifert,CZ,CZ,MALE,1984.0,literature,1.0,,,,1901.0
Claude,Simon,MG,FR,Male,1985.0,literature,1.0,,,,1913.0
Wole,Soyinka,NG,,MALE,1986.0,literature,1.0,,,,1934.0
Joseph,Brodsky,RU,US,Male,1987.0,literature,1.0,,,,1940.0
Naguib,Mahfouz,EG,EG,MALE,1988.0,literature,1.0,,,,1911.0
Camilo José,Cela,ES,ES,MALE,1989.0,literature,1.0,,,,1916.0
Octavio,Paz,MX,MX,Male,1990.0,literature,1.0,,,,1914.0
Nadine,Gordimer,ZA,ZA,female,1991.0,literature,1.0,,,,1923.0
Derek,Walcott,LC,LC,male,1992.0,literature,1.0,,,,1930.0
Toni,Morrison,US,US,Female,1993.0,literature,1.0,,,,1931.0
Kenzaburo,Oe,JP,,MALE,1994.0,literature,1.0,,,,1935.0
Seamus,Heaney,GB,IE,Male,1995.0,literature,1.0,,,,1939.0
Wislawa,Szymborska,PL,PL,FEMALE,1996.0,literature,1.0,,,,1923.0
Dario,Fo,IT,IT,male,1997.0,literature,1.0,,,,1926.0
José,Saramago,PT,ES,male,1998.0,literature,1.0,,,,1922.0
Günter,Grass,PL,DE,Male,1999.0,literature,1.0,,,,1927.0
Ragnar,Frisch,NO,NO,Male,1969.0,economics,2.0,University of Oslo,Oslo,Norway,1895.0
Jan,Tinbergen,NL,NL,MALE,1969.0,economics,2.0,The Netherlands School of Economics,Rotterdam,the Netherlands,1903.0
Paul A.,Samuelson,US,US,Male,1970.0,economics,1.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1915.0
Simon,Kuznets,BY,US,MALE,1971.0,economics,1.0,Harvard University,Cambridge MA,USA,1901.0
John R.,Hicks,GB,GB,male,1972.0,economics,2.0,All Souls College,Oxford,United Kingdom,1904.0
Kenneth J.,Arrow,US,US,Male,1972.0,economics,2.0,Harvard University,Cambridge MA,USA,1921.0
Wassily,Leontief,RU,US,male,1973.0,economics,1.0,Harvard University,Cambridge MA,USA,1906.0
Gunnar,Myrdal,SE,SE,Male,1974.0,economics,2.0,,,,1898.0
Friedrich,von Hayek,AT,DE,Male,1974.0,economics,2.0,,,,1899.0
Leonid Vitaliyevich,Kantorovich,RU,RU,MALE,1975.0,economics,2.0,Academy of Sciences,Moscow,USSR (now Russia),1912.0
Tjalling C.,Koopmans,NL,US,male,1975.0,economics,2.0,Yale University,New Haven CT,USA,1910.0
Milton,Friedman,US,US,Male,1976.0,economics,1.0,University of Chicago,Chicago IL,USA,1912.0
Bertil,Ohlin,SE,SE,male,1977.0,economics,2.0,Stockholm School of Economics,Stockholm,Sweden,1899.0
James E.,Meade,GB,GB,male,1977.0,economics,2.0,University of Cambridge,Cambridge,United Kingdom,1907.0
Herbert,Simon,US,US,male,1978.0,economics,1.0,Carnegie Mellon University,Pittsburgh PA,USA,1916.0
Theodore W.,Schultz,US,US,male,1979.0,economics,2.0,University of Chicago,Chicago IL,USA,1902.0
Sir Arthur,Lewis,LC,BB,MALE,1979.0,economics,2.0,Princeton University,Princeton NJ,USA,1915.0
Lawrence R.,Klein,US,US,Male,1980.0,economics,1.0,University of Pennsylvania,Philadelphia PA,USA,1920.0
James,Tobin,US,US,male,1981.0,economics,1.0,Yale University,New Haven CT,USA,1918.0
George J.,Stigler,US,US,male,1982.0,economics,1.0,University of Chicago,Chicago IL,USA,1911.0
Gerard,Debreu,FR,FR,MALE,1983.0,economics,1.0,University of California,Berkeley CA,USA,1921.0
Richard,Stone,GB,GB,MALE,1984.0,economics,1.0,University of Cambridge,Cambridge,United Kingdom,1913.0
Franco,Modigliani,IT,US,MALE,1985.0,economics,1.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1918.0
James M.,Buchanan Jr.,US,US,male,1986.0,economics,1.0,Center for Study of Public Choice,Fairfax VA,USA,1919.0
Robert M.,Solow,US,,Male,1987.0,economics,1.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1924.0
Maurice,Allais,FR,FR,Male,1988.0,economics,1.0,École Nationale Supérieur des Mines de Paris,Paris,France,1911.0
Trygve,Haavelmo,NO,NO,Male,1989.0,economics,1.0,University of Oslo,Oslo,Norway,1911.0
Harry M.,Markowitz,US,,MALE,1990.0,economics,3.0,City University of New York,New York NY,USA,1927.0
Merton H.,Miller,US,US,male,1990.0,economics,3.0,University of Chicago,Chicago IL,USA,1923.0
William F.,Sharpe,US,,MALE,1990.0,economics,3.0,Stanford University,Stanford CA,USA,1934.0
Ronald H.,Coase,GB,US,male,1991.0,economics,1.0,University of Chicago,Chicago IL,USA,1910.0
Gary,Becker,US,US,Male,1992.0,economics,1.0,University of Chicago,Chicago IL,USA,1930.0
Robert W.,Fogel,US,US,male,1993.0,economics,2.0,University of Chicago,Chicago IL,USA,1927.0
Douglass C.,North,US,US,male,1993.0,economics,2.0,Washington University,St. Louis MO,USA,1920.0
John C.,Harsanyi,HU,US,male,1994.0,economics,3.0,University of California,Berkeley CA,USA,1920.0
John F.,Nash Jr.,US,US,male,1994.0,economics,3.0,Princeton University,Princeton NJ,USA,1928.0
Reinhard,Selten,PL,PL,Male,1994.0,economics,3.0,Rheinische Friedrich-Wilhelms-Universität,Bonn,Germany,1930.0
Robert E.,Lucas Jr.,US,,Male,1995.0,economics,1.0,University of Chicago,Chicago IL,USA,1937.0
James A.,Mirrlees,GB,GB,Male,1996.0,economics,2.0,University of Cambridge,Cambridge,United Kingdom,1936.0
William,Vickrey,CA,US,male,1996.0,economics,2.0,Columbia University,New York NY,USA,1914.0
Robert C.,Merton,US,,male,1997.0,economics,2.0,Harvard University,Cambridge MA,USA,1944.0
Myron,Scholes,CA,,Male,1997.0,economics,2.0,Long Term Capital Management,Greenwich CT,USA,1941.0
Amartya,Sen,IN,,male,1998.0,economics,1.0,Trinity College,Cambridge,United Kingdom,1933.0
Robert,Mundell,CA,,MALE,1999.0,economics,1.0,Columbia University,New York NY,USA,1932.0
Il´ja M.,Frank,RU,RU,Male,1958.0,physics,3.0,Lomonosov Moscow State University,Moscow,USSR (now Russia),1908.0
Arvid,Carlsson,SE,SE,Male,2000.0,medicine,3.0,Göteborg University,Gothenburg,Sweden,1923.0
Paul,Greengard,US,US,male,2000.0,medicine,3.0,Rockefeller University,New York NY,USA,1925.0
Eric,Kandel,AT,,Male,2000.0,medicine,3.0,Columbia University,New York NY,USA,1929.0
Kim,Dae-jung,KR,,MALE,2000.0,peace,1.0,,,,1925.0
Zhores,Alferov,BY,RU,Male,2000.0,physics,4.0,A.F. Ioffe Physico-Technical Institute,St. Petersburg,Russia,1930.0
Herbert,Kroemer,DE,,Male,2000.0,physics,4.0,University of California,Santa Barbara CA,USA,1928.0
Jack,Kilby,US,US,male,2000.0,physics,2.0,Texas Instruments,Dallas TX,USA,1923.0
Alan,Heeger,US,,male,2000.0,chemistry,3.0,University of California,Santa Barbara CA,USA,1936.0
Alan,MacDiarmid,NZ,US,MALE,2000.0,chemistry,3.0,University of Pennsylvania,Philadelphia PA,USA,1927.0
Hideki,Shirakawa,JP,,male,2000.0,chemistry,3.0,University of Tsukuba,Tokyo,Japan,1936.0
James J.,Heckman,US,,Male,2000.0,economics,2.0,University of Chicago,Chicago IL,USA,1944.0
Daniel L.,McFadden,US,,MALE,2000.0,economics,2.0,University of California,Berkeley CA,USA,1937.0
Xingjian,Gao,CN,,MALE,2000.0,literature,1.0,,,,1940.0
Leland,Hartwell,US,,MALE,2001.0,medicine,3.0,Fred Hutchinson Cancer Research Center,Seattle WA,USA,1939.0
Tim,Hunt,GB,,male,2001.0,medicine,3.0,Imperial Cancer Research Fund,London,United Kingdom,1943.0
Sir Paul,Nurse,GB,,MALE,2001.0,medicine,3.0,Imperial Cancer Research Fund,London,United Kingdom,1949.0
Eric,Cornell,US,,male,2001.0,physics,3.0,University of Colorado JILA,Boulder CO,USA,1961.0
Wolfgang,Ketterle,DE,,male,2001.0,physics,3.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1957.0
Carl,Wieman,US,,male,2001.0,physics,3.0,University of Colorado JILA,Boulder CO,USA,1951.0
William,Knowles,US,US,Male,2001.0,chemistry,4.0,,,,1917.0
Ryoji,Noyori,JP,,MALE,2001.0,chemistry,4.0,Nagoya University,Nagoya,Japan,1938.0
Barry,Sharpless,US,,MALE,2001.0,chemistry,2.0,The Scripps Research Institute,La Jolla CA,USA,1941.0
George A.,Akerlof,US,,male,2001.0,economics,3.0,University of California,Berkeley CA,USA,1940.0
A. Michael,Spence,US,,Male,2001.0,economics,3.0,Stanford University,Stanford CA,USA,1943.0
Joseph E.,Stiglitz,US,,MALE,2001.0,economics,3.0,Columbia University,New York NY,USA,1943.0
V. S.,Naipaul,TT,GB,male,2001.0,literature,1.0,,,,1932.0
Kofi,Annan,GH,CH,male,2001.0,peace,2.0,,,,1938.0
Sydney,Brenner,ZA,SG,MALE,2002.0,medicine,3.0,The Molecular Sciences Institute,Berkeley CA,USA,1927.0
H. Robert,Horvitz,US,,Male,2002.0,medicine,3.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1947.0
John E.,Sulston,GB,,Male,2002.0,medicine,3.0,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,1942.0
Raymond,Davis Jr.,US,US,Male,2002.0,physics,4.0,University of Pennsylvania,Philadelphia PA,USA,1914.0
Masatoshi,Koshiba,JP,,Male,2002.0,physics,4.0,University of Tokyo,Tokyo,Japan,1926.0
Riccardo,Giacconi,IT,US,male,2002.0,physics,2.0,Associated Universities Inc.,Washington DC,USA,1931.0
John B.,Fenn,US,US,Male,2002.0,chemistry,4.0,Virginia Commonwealth University,Richmond VA,USA,1917.0
Koichi,Tanaka,JP,,Male,2002.0,chemistry,4.0,Shimadzu Corp.,Kyoto,Japan,1959.0
Kurt,Wüthrich,CH,,Male,2002.0,chemistry,2.0,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,1938.0
Daniel,Kahneman,IL,,Male,2002.0,economics,2.0,Princeton University,Princeton NJ,USA,1934.0
Vernon L.,Smith,US,,male,2002.0,economics,2.0,George Mason University,Fairfax VA,USA,1927.0
Imre,Kertész,HU,HU,MALE,2002.0,literature,1.0,,,,1929.0
Jimmy,Carter,US,,MALE,2002.0,peace,1.0,,,,1924.0
J. M.,Coetzee,ZA,,Male,2003.0,literature,1.0,,,,1940.0
Paul C.,Lauterbur,US,US,MALE,2003.0,medicine,2.0,University of Illinois,Urbana IL,USA,1929.0
Sir Peter,Mansfield,GB,,male,2003.0,medicine,2.0,University of Nottingham School of Physics and Astronomy,Nottingham,United Kingdom,1933.0
Alexei,Abrikosov,RU,,MALE,2003.0,physics,3.0,Argonne National Laboratory,Argonne IL,USA,1928.0
Vitaly L.,Ginzburg,RU,,male,2003.0,physics,3.0,P.N. Lebedev Physical Institute,Moscow,Russia,1916.0
Anthony J.,Leggett,GB,,Male,2003.0,physics,3.0,University of Illinois,Urbana IL,USA,1938.0
Peter,Agre,US,,Male,2003.0,chemistry,2.0,Johns Hopkins University School of Medicine,Baltimore MD,USA,1949.0
Roderick,MacKinnon,US,,male,2003.0,chemistry,2.0,Rockefeller University,New York NY,USA,1956.0
Robert F.,Engle III,US,,male,2003.0,economics,2.0,New York University,New York NY,USA,1942.0
Clive W.J.,Granger,GB,US,Male,2003.0,economics,2.0,University of California,San Diego CA,USA,1934.0
Shirin,Ebadi,IR,,female,2003.0,peace,1.0,,,,1947.0
Richard,Axel,US,,MALE,2004.0,medicine,2.0,Columbia University,New York NY,USA,1946.0
Linda B.,Buck,US,,female,2004.0,medicine,2.0,Fred Hutchinson Cancer Research Center,Seattle WA,USA,1947.0
David J.,Gross,US,,Male,2004.0,physics,3.0,University of California Kavli Institute for Theoretical Physics,Santa Barbara CA,USA,1941.0
H. David,Politzer,US,,male,2004.0,physics,3.0,California Institute of Technology (Caltech),Pasadena CA,USA,1949.0
Frank,Wilczek,US,,Male,2004.0,physics,3.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1951.0
Aaron,Ciechanover,IL,,MALE,2004.0,chemistry,3.0,Technion - Israel Institute of Technology,Haifa,Israel,1947.0
Avram,Hershko,HU,,Male,2004.0,chemistry,3.0,Technion - Israel Institute of Technology,Haifa,Israel,1937.0
Irwin,Rose,US,US,Male,2004.0,chemistry,3.0,University of California,Irvine CA,USA,1926.0
Elfriede,Jelinek,AT,,FEMALE,2004.0,literature,1.0,,,,1946.0
Wangari,Maathai,KE,KE,FEMALE,2004.0,peace,1.0,,,,1940.0
Finn E.,Kydland,NO,,MALE,2004.0,economics,2.0,Carnegie Mellon University,Pittsburgh PA,USA,1943.0
Edward C.,Prescott,US,,male,2004.0,economics,2.0,Arizona State University,Tempe AZ,USA,1940.0
Barry J.,Marshall,AU,,Male,2005.0,medicine,2.0,NHMRC Helicobacter pylori Research Laboratory QEII Medical Centre,Nedlands,Australia,1951.0
J. Robin,Warren,AU,,MALE,2005.0,medicine,2.0,,,,1937.0
Roy J.,Glauber,US,US,male,2005.0,physics,2.0,Harvard University,Cambridge MA,USA,1925.0
John L.,Hall,US,,MALE,2005.0,physics,4.0,University of Colorado JILA,Boulder CO,USA,1934.0
Theodor W.,Hänsch,DE,,MALE,2005.0,physics,4.0,Max-Planck-Institut für Quantenoptik,Garching,Germany,1941.0
Yves,Chauvin,BE,FR,male,2005.0,chemistry,3.0,Institut Français du Pétrole,Rueil-Malmaison,France,1930.0
Robert H.,Grubbs,US,,Male,2005.0,chemistry,3.0,California Institute of Technology (Caltech),Pasadena CA,USA,1942.0
Richard R.,Schrock,US,,MALE,2005.0,chemistry,3.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1945.0
Mohamed,ElBaradei,EG,,male,2005.0,peace,2.0,,,,1942.0
Robert J.,Aumann,DE,,male,2005.0,economics,2.0,University of Jerusalem Center for RationalityHebrew,Jerusalem,Israel,1930.0
Thomas C.,Schelling,US,US,MALE,2005.0,economics,2.0,University of Maryland Department of Economics and School of Public Policy,College Park MD,USA,1921.0
Harold,Pinter,GB,GB,Male,2005.0,literature,1.0,,,,1930.0
Andrew Z.,Fire,US,,male,2006.0,medicine,2.0,Stanford University School of Medicine,Stanford CA,USA,1959.0
Craig C.,Mello,US,,male,2006.0,medicine,2.0,University of Massachusetts Medical School,Worcester MA,USA,1960.0
John C.,Mather,US,,MALE,2006.0,physics,2.0,NASA Goddard Space Flight Center,Greenbelt MD,USA,1946.0
George F.,Smoot,US,,MALE,2006.0,physics,2.0,University of California,Berkeley CA,USA,1945.0
Roger D.,Kornberg,US,,Male,2006.0,chemistry,1.0,Stanford University,Stanford CA,USA,1947.0
Edmund S.,Phelps,US,,male,2006.0,economics,1.0,Columbia University,New York NY,USA,1933.0
Orhan,Pamuk,TR,,male,2006.0,literature,1.0,,,,1952.0
Muhammad,Yunus,BD,,male,2006.0,peace,2.0,,,,1940.0
Mario R.,Capecchi,IT,,male,2007.0,medicine,3.0,University of Utah,Salt Lake City UT,USA,1937.0
Sir Martin J.,Evans,GB,,male,2007.0,medicine,3.0,Cardiff University,Cardiff,United Kingdom,1941.0
Oliver,Smithies,GB,US,male,2007.0,medicine,3.0,University of North Carolina,Chapel Hill NC,USA,1925.0
Albert,Fert,FR,,MALE,2007.0,physics,2.0,Universit&eacute; Paris-Sud,Orsay,France,1938.0
Peter,Grünberg,CZ,DE,male,2007.0,physics,2.0,Forschungszentrum J&uuml;lich,Jülich,Germany,1939.0
Gerhard,Ertl,DE,,MALE,2007.0,chemistry,1.0,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,1936.0
Doris,Lessing,IR,GB,female,2007.0,literature,1.0,,,,1919.0
Al,Gore,US,,MALE,2007.0,peace,2.0,,,,1948.0
Leonid,Hurwicz,RU,US,MALE,2007.0,economics,3.0,University of Minnesota,Minneapolis MN,USA,1917.0
Eric S.,Maskin,US,,Male,2007.0,economics,3.0,Institute for Advanced Study,Princeton NJ,USA,1950.0
Roger B.,Myerson,US,,MALE,2007.0,economics,3.0,University of Chicago,Chicago IL,USA,1951.0
Harald,zur Hausen,DE,,Male,2008.0,medicine,2.0,German Cancer Research Center,Heidelberg,Germany,1936.0
Françoise,Barré-Sinoussi,FR,,Female,2008.0,medicine,4.0,Regulation of Retroviral Infections Unit Virology Department Institut Pasteur,Paris,France,1947.0
Luc,Montagnier,FR,,Male,2008.0,medicine,4.0,World Foundation for AIDS Research and Prevention,Paris,France,1932.0
Yoichiro,Nambu,JP,JP,male,2008.0,physics,2.0,Enrico Fermi Institute University of Chicago,Chicago IL,USA,1921.0
Makoto,Kobayashi,JP,,male,2008.0,physics,4.0,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,1944.0
Toshihide,Maskawa,JP,,Male,2008.0,physics,4.0,Kyoto Sangyo University,Kyoto,Japan,1940.0
Osamu,Shimomura,JP,JP,male,2008.0,chemistry,3.0,Marine Biological Laboratory (MBL),Woods Hole MA,USA,1928.0
Martin,Chalfie,US,,male,2008.0,chemistry,3.0,Columbia University,New York NY,USA,1947.0
Roger Y.,Tsien,US,US,MALE,2008.0,chemistry,3.0,University of California,San Diego CA,USA,1952.0
Jean-Marie Gustave,Le Clézio,FR,,male,2008.0,literature,1.0,,,,1940.0
Martti,Ahtisaari,FI,,MALE,2008.0,peace,1.0,,,,1937.0
Paul,Krugman,US,,Male,2008.0,economics,1.0,Princeton University,Princeton NJ,USA,1953.0
Elizabeth H.,Blackburn,AU,,Female,2009.0,medicine,3.0,University of California,San Francisco CA,USA,1948.0
Carol W.,Greider,US,,female,2009.0,medicine,3.0,Johns Hopkins University School of Medicine,Baltimore MD,USA,1961.0
Jack W.,Szostak,GB,,MALE,2009.0,medicine,3.0,Harvard Medical School,Boston MA,USA,1952.0
Charles K.,Kao,CN,,MALE,2009.0,physics,2.0,Standard Telecommunication Laboratories,Harlow,United Kingdom,1933.0
Willard S.,Boyle,CA,CA,MALE,2009.0,physics,4.0,Bell Laboratories,Murray Hill NJ,USA,1924.0
George E.,Smith,US,,Male,2009.0,physics,4.0,Bell Laboratories,Murray Hill NJ,USA,1930.0
Venkatraman,Ramakrishnan,IN,,Male,2009.0,chemistry,3.0,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1952.0
Thomas A.,Steitz,US,US,Male,2009.0,chemistry,3.0,Yale University,New Haven CT,USA,1940.0
Ada E.,Yonath,IL,,Female,2009.0,chemistry,3.0,Weizmann Institute of Science,Rehovot,Israel,1939.0
