gid,rank,votes,title,category,year,authors,avg_rating,pages,published,publisher,5stars,4stars,3stars,2stars,1stars
36206433,19,674,Username: Uprising,Graphic Novels & Comics,"2,017","[Joe Sugg, Amrit Birdi]",3.97,unknown,?unknown?,None,131,92,83,23,4
31145185,20,458,"Spill Zone (Spill Zone, #1)",Graphic Novels & Comics,"2,017","[Scott Westerfeld, Alex Puvilland, Hilary Sycamore]",4.03,224 pages,?2017-05-02?,First Second,"1,381","2,170",880,146,26
35606560,1,"35,856",The Sun and Her Flowers,Poetry,"2,017",[Rupi Kaur],4.17,256 pages,?2017-10-03?,Andrews McMeel Publishing,"54,025","33,764","16,973","5,190","2,645"
34594982,2,"22,625",Depression & Other Magic Tricks,Poetry,"2,017",[Sabrina Benaim],3.79,75 pages,?2017-08-22?,None,"3,119","2,625","2,143",946,327
33004293,3,"7,924",Solo,Poetry,"2,017","[Kwame Alexander, Mary Rand Hess]",3.97,464 pages,?2017-07-25?,Blink,"2,987","3,572","2,100",383,124
33208115,4,"7,546",Love Her Wild,Poetry,"2,017",[Atticus Poetry],4.02,225 pages,?2017-07-11?,Atria Books,"7,123","4,061","2,699","1,139",605
22552026,5,"6,903",Long Way Down,Poetry,"2,017",[Jason Reynolds],4.33,306 pages,?2017-10-24?,Atheneum/Caitlyn Dlouhy Books,"22,172","15,501","4,803",942,391
34753166,6,"5,716",We Come Apart,Poetry,"2,017","[Sarah Crossan, Brian Conaghan]",3.68,unknown,?unknown?,None,618,856,765,229,70
33921696,7,"5,609",New American Best Friend,Poetry,"2,017",[Olivia Gatwood],4.32,55 pages,?2017-03-28?,Button Poetry,"1,492",851,343,83,25
30304222,8,"5,501",There Are More Beautiful Things Than Beyoncé,Poetry,"2,017",[Morgan  Parker],4.02,85 pages,?2017-02-14?,Tin House Books,"1,371","1,468",772,164,66
34451544,9,"4,127",Plum,Poetry,"2,017",[Hollie McNish],4.05,125 pages,?2017-06-15?,Picador,199,189,87,20,15
34144863,10,"3,798",Electric Arches,Poetry,"2,017",[Eve L. Ewing],4.29,94 pages,?2017-09-12?,Haymarket Books,"1,176",912,344,46,10
30231755,11,"1,617",Magdalene,Poetry,"2,017",[Marie Howe],4.11,96 pages,?2017-03-28?,W. W. Norton  Company,257,228,101,30,9
34466674,12,"1,616",Adultolescence,Poetry,"2,017",[Gabbie Hanna],3.46,248 pages,?2017-09-19?,Atria/Keywords Press,"2,456","1,637","1,606",949,"1,030"
33631747,13,"1,358",Broken Wishbones and Empty Spaces,Poetry,"2,017",[Pyrokardia],3.42,128 pages,?2017-01-22?,CreateSpace Independent Publishing Platform,51,48,67,27,17
31944953,14,"1,210",When I Grow Up I Want to Be a List of Further Possibilities,Poetry,"2,017","[Chen  Chen, Jericho Brown]",4.29,96 pages,?2017-04-11?,BOA Editions Ltd.,706,530,190,32,11
32311036,15,"1,061",Nature Poem,Poetry,"2,017",[Tommy Pico],4.4,78 pages,?2017-05-09?,Tin House Books,594,339,88,27,9
33606259,16,921,"Exits, Desires, and Slow Fires",Poetry,"2,017",[J.R. Rogue],4.22,81 pages,?2017-09-21?,None,90,44,33,6,2
34376890,17,867,Magic with Skin On,Poetry,"2,017","[Morgan Nikola-Wren, Kimberly Ito, Julie Guzzetta, Alysia Nicole Harris]",4.07,144 pages,?unknown?,Luminarium Press,138,105,70,17,4
32566407,18,866,Portrait of the Alcoholic,Poetry,"2,017",[Kaveh Akbar],4.46,45 pages,?2017-01-26?,"Sibling Rivalry Press, LLC",278,143,35,10,2
33375618,19,796,Don't Call Us Dead,Poetry,"2,017",[Danez Smith],4.52,96 pages,?2017-09-05?,Graywolf Press,"2,869","1,155",318,67,41
31944749,20,781,Hard Child,Poetry,"2,017",[Natalie Shapero],4.14,96 pages,?2017-04-11?,Copper Canyon Press,129,76,44,13,7
32075671,1,"74,925",The Hate U Give,Debut Goodreads Author,"2,017",[Angie Thomas],4.51,464 pages,?2017-02-28?,Balzer + Bray,"254,196","113,036","28,178","5,235","2,834"
27883214,2,"40,849","Caraval (Caraval, #1)",Debut Goodreads Author,"2,017",[Stephanie Garber],3.95,407 pages,?2017-01-31?,Flatiron Books,"44,923","42,193","24,155","8,465","3,199"
25489134,3,"23,863","The Bear and the Nightingale (Winternight Trilogy, #1)",Debut Goodreads Author,"2,017",[Katherine Arden],4.12,323 pages,?2017-01-10?,Del Rey Books,"37,775","38,953","15,404","3,591","1,226"
30267929,4,"13,151",We Were the Lucky Ones,Debut Goodreads Author,"2,017",[Georgia Hunter],4.4,403 pages,?2017-02-14?,Viking,"43,239","27,068","7,157","1,186",654
32620349,5,"12,368",Midnight at the Bright Ideas Bookstore,Debut Goodreads Author,"2,017",[Matthew J. Sullivan],3.79,328 pages,?2017-06-13?,Scribner,"4,371","11,396","6,524","1,115",181
28220971,6,"11,918","The Dry (Aaron Falk, #1)",Debut Goodreads Author,"2,017",[Jane Harper],4.04,328 pages,?2017-01-10?,Flatiron Books,"41,077","61,988","23,936","3,697","1,305"
32283423,7,"7,326",American War,Debut Goodreads Author,"2,017",[Omar El Akkad],3.79,333 pages,?2017-04-04?,Knopf Publishing Group,"6,723","11,091","7,084","1,998",469
30269104,8,"6,955",The Chilbury Ladies' Choir,Debut Goodreads Author,"2,017",[Jennifer    Ryan],3.97,371 pages,?2017-02-14?,Crown Publishing Group,"6,317","10,494","4,469",841,245
33572350,9,"5,250",My Absolute Darling,Debut Goodreads Author,"2,017",[Gabriel Tallent],3.63,417 pages,?2017-08-29?,Riverhead Books,"9,546","11,846","7,823","3,619","2,525"
30753987,10,"5,166",The Leavers,Debut Goodreads Author,"2,017",[Lisa Ko],3.87,338 pages,?2017-05-02?,Algonquin Books,"7,188","14,328","7,563","1,338",315
32969150,11,"2,181",Stay with Me,Debut Goodreads Author,"2,017",[Ayọ̀bámi Adébáyọ̀],4.03,260 pages,?2017-08-22?,Knopf Publishing Group,"9,820","14,814","6,214",961,204
30153293,12,"2,174",All Our Wrong Todays,Debut Goodreads Author,"2,017",[Elan Mastai],3.76,373 pages,?2017-02-07?,Dutton Books,"4,927","7,937","5,044","1,549",527
27746288,13,"1,897","Goodbye, Vitamin",Debut Goodreads Author,"2,017",[Rachel Khong],3.73,208 pages,?2017-07-11?,Henry Holt and Co.,"3,808","7,376","5,284","1,298",289
30090925,14,"1,881",The Animators,Debut Goodreads Author,"2,017",[Kayla Rae Whitaker],3.97,369 pages,?2017-01-31?,Random House,"3,569","4,103","1,842",539,322
29875926,15,"1,468",I Liked My Life,Debut Goodreads Author,"2,017",[Abby Fabiaschi],4.16,272 pages,?2017-01-31?,St. Martin's Press,"4,181","4,957","1,647",275,76
33280160,16,"1,221",What We Lose,Debut Goodreads Author,"2,017",[Zinzi Clemmons],3.62,213 pages,?2017-07-11?,Viking,"1,580","3,869","3,224",781,150
30841984,17,"1,086","Kings of the Wyld (The Band, #1)",Debut Goodreads Author,"2,017",[Nicholas Eames],4.33,502 pages,?2017-02-21?,Orbit,"10,500","6,547","2,237",552,213
34484359,18,"1,081","The Coppersmith Farmhouse (Jamison Valley, #1)",Debut Goodreads Author,"2,017",[Devney Perry],3.92,unknown,?unknown?,None,"3,763","3,800","2,012",642,432
31450913,19,864,The Idea of You,Debut Goodreads Author,"2,017",[Robinne Lee],4.13,372 pages,?2017-06-13?,St. Martin's Griffin,"3,702","2,894","1,284",435,137
31212988,20,612,The Caledonian Gambit,Debut Goodreads Author,"2,017",[Dan Moren],3.87,293 pages,?2017-05-23?,Talos,287,405,245,62,16
32075671,1,"59,571",The Hate U Give,Young Adult Fiction,"2,017",[Angie Thomas],4.51,464 pages,?2017-02-28?,Balzer + Bray,"254,196","113,036","28,178","5,235","2,834"
35504431,2,"52,517",Turtles All the Way Down,Young Adult Fiction,"2,017",[John Green],3.97,288 pages,?2017-10-10?,Dutton Books for Young Readers,"90,712","101,375","58,032","14,455","4,089"
32682118,3,"21,394",One of Us Is Lying,Young Adult Fiction,"2,017",[Karen M. McManus],4.06,361 pages,?2017-05-30?,Delacorte Press,"54,809","68,551","29,093","5,787","1,706"
29283884,4,"20,990","The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)",Young Adult Fiction,"2,017",[Mackenzi Lee],4.13,513 pages,?2017-06-27?,Katherine Tegen Books,"30,856","28,823","12,086","2,800","1,085"
35247769,5,"19,487","Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)",Young Adult Fiction,"2,017",[Jenny Han],4.14,325 pages,?2017-05-02?,Simon  Schuster Books for Young Readers,"50,297","45,716","21,726","4,185",946
30724132,6,"15,150","Geekerella (Once Upon a Con, #1)",Young Adult Fiction,"2,017",[Ashley Poston],4.0,320 pages,?2017-04-04?,Quirk Books,"11,969","15,650","7,495","1,580",394
31931941,7,"12,173",Eliza and Her Monsters,Young Adult Fiction,"2,017",[Francesca Zappia],4.24,385 pages,?2017-05-30?,Greenwillow Books,"18,720","14,455","5,210","1,222",500
32078787,8,"11,334",Once and for All,Young Adult Fiction,"2,017",[Sarah Dessen],3.76,358 pages,?2017-06-06?,Viking Books for Young Readers,"6,008","9,416","7,085","1,749",410
28458598,9,"9,036","When Dimple Met Rishi (Dimple and Rishi, #1)",Young Adult Fiction,"2,017",[Sandhya Menon],3.72,380 pages,?2017-05-30?,Simon Pulse,"8,844","15,238","10,646","3,084","1,023"
30256248,10,"8,395",By Your Side,Young Adult Fiction,"2,017",[Kasie West],3.86,346 pages,?2017-01-31?,HarperTeen,"9,599","12,557","8,798","2,056",514
30653853,11,"4,248",The Upside of Unrequited (Simonverse #2),Young Adult Fiction,"2,017",[Becky Albertalli],3.98,336 pages,?2017-04-11?,Balzer + Bray,"18,442","20,706","11,197","2,891",912
30102870,12,"4,161",History Is All You Left Me,Young Adult Fiction,"2,017",[Adam Silvera],4.06,292 pages,?2017-01-17?,Soho Teen,"12,272","11,217","5,625","1,514",553
23447923,13,"4,142",The Inexplicable Logic of My Life,Young Adult Fiction,"2,017",[Benjamin Alire Sáenz],4.14,452 pages,?2017-03-07?,Clarion Books,"7,441","6,283","2,859",703,216
25613472,14,"2,895",A List of Cages,Young Adult Fiction,"2,017",[Robin Roe],4.29,310 pages,?2017-01-10?,Disney-Hyperion,"8,726","6,239","2,184",497,133
33385229,15,"2,398",They Both Die at the End,Young Adult Fiction,"2,017",[Adam Silvera],4.13,373 pages,?2017-09-05?,Quill Tree Books,"31,303","25,210","12,267","3,251",994
31694016,16,"1,855",Stranger Than Fanfiction,Young Adult Fiction,"2,017",[Chris Colfer],3.82,295 pages,?2017-02-28?,"Little, Brown Books for Young Readers","1,441","1,482","1,043",378,155
28243032,17,"1,604",We Are Okay,Young Adult Fiction,"2,017",[Nina LaCour],3.96,236 pages,?2017-02-14?,Dutton Books for Young Readers,"12,937","15,815","8,517","2,096",573
30649795,18,"1,433",Goodbye Days,Young Adult Fiction,"2,017",[Jeff Zentner],4.17,399 pages,?2017-03-07?,Crown Books for Young Readers,"3,817","3,546","1,327",308,109
28919058,19,"1,286",Autoboyography,Young Adult Fiction,"2,017",[Christina Lauren],4.28,407 pages,?2017-09-12?,Simon & Schuster Books for Young Readers,"10,814","8,169","2,657",559,228
33163378,20,"1,053",Moxie,Young Adult Fiction,"2,017",[Jennifer Mathieu],4.31,330 pages,?2017-09-19?,Roaring Brook Press,"7,057","5,438","1,662",288,82
23766634,1,"71,165","A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Young Adult Fantasy,"2,017",[Sarah J. Maas],4.47,699 pages,?2017-05-02?,Bloomsbury Childrens Books,"127,253","48,994","16,631","4,882","2,048"
30312891,2,"40,104","Lord of Shadows (The Dark Artifices, #2)",Young Adult Fantasy,"2,017",[Cassandra Clare],4.5,701 pages,?2017-05-23?,Margaret K. McElderry Books,"50,543","21,843","6,311","1,187",465
30227022,3,"24,789","King's Cage (Red Queen, #3)",Young Adult Fantasy,"2,017",[Victoria Aveyard],4.0,507 pages,?2017-02-07?,HarperTeen,"38,478","39,920","21,499","5,423","1,900"
28449207,4,"24,705","Strange the Dreamer (Strange the Dreamer, #1)",Young Adult Fantasy,"2,017",[Laini Taylor],4.32,536 pages,?2017-03-28?,"Little, Brown Books for Young Readers","37,191","21,875","7,586","2,163",934
27883214,5,"21,976","Caraval (Caraval, #1)",Young Adult Fantasy,"2,017",[Stephanie Garber],3.95,407 pages,?2017-01-31?,Flatiron Books,"44,923","42,193","24,155","8,465","3,199"
31450852,6,"19,127","Tower of Dawn (Throne of Glass, #6)",Young Adult Fantasy,"2,017",[Sarah J. Maas],4.39,664 pages,?2017-09-05?,Bloomsbury USA Childrens,"58,639","31,857","10,776","2,187",820
29385546,7,"16,838","Warcross (Warcross, #1)",Young Adult Fantasy,"2,017",[Marie Lu],4.18,353 pages,?2017-09-12?,G.P. Putnam’s Sons Books for Young Readers,"29,151","25,722","10,004","2,376",816
28954189,8,"15,775","Scythe (Arc of a Scythe, #1)",Young Adult Fantasy,"2,017",[Neal Shusterman],4.36,435 pages,?2016-11-22?,Simon  Schuster Books for Young Readers,"56,065","36,127","10,427","2,346",814
30117284,9,"13,723","Carve the Mark (Carve the Mark, #1)",Young Adult Fantasy,"2,017",[Veronica Roth],3.78,468 pages,?2017-01-17?,Katherine Tegen Books,"15,206","20,003","12,917","4,279","1,945"
32075662,10,"12,839","Our Dark Duet (Monsters of Verity, #2)",Young Adult Fantasy,"2,017",[Victoria Schwab],4.2,512 pages,?2017-06-13?,Greenwillow Books,"12,657","11,304","4,434",864,169
24763621,11,"4,630","Wintersong (Wintersong, #1)",Young Adult Fantasy,"2,017",[S. Jae-Jones],3.56,436 pages,?2017-02-07?,Thomas Dunne Books,"5,950","7,542","6,734","3,082","1,270"
23308087,12,"3,973","Flame in the Mist (Flame in the Mist, #1)",Young Adult Fantasy,"2,017",[Renée Ahdieh],3.9,392 pages,?2017-05-16?,G.P. Putnam's Sons,"9,503","12,577","6,488","1,992",738
34128219,13,"3,261","La Belle Sauvage (The Book of Dust, #1)",Young Adult Fantasy,"2,017",[Philip Pullman],4.17,449 pages,?2017-10-19?,Alfred A. Knopf,"26,888","27,327","9,909","1,895",639
34076952,14,"2,723","The Language of Thorns: Midnight Tales and Dangerous Magic (Grishaverse, #0.5, 2.5, 2.6)",Young Adult Fantasy,"2,017","[Leigh Bardugo, Sara Kipin]",4.42,281 pages,?2017-09-26?,Imprint,"16,055","9,642","2,878",400,99
29739361,15,"2,670","Traitor to the Throne (Rebel of the Sands, #2)",Young Adult Fantasy,"2,017",[Alwyn Hamilton],4.33,518 pages,?2017-03-07?,Viking,"8,160","6,627","1,887",235,53
28260402,16,"2,421","The Song Rising (The Bone Season, #3)",Young Adult Fantasy,"2,017",[Samantha Shannon],4.16,384 pages,?2017-03-07?,Bloomsbury USA,"3,493","3,665","1,502",232,44
30025336,17,"2,312",All the Crooked Saints,Young Adult Fantasy,"2,017",[Maggie Stiefvater],3.84,320 pages,?2017-10-10?,Scholastic Press,"4,970","6,309","4,075","1,174",394
23367261,18,"2,072","Crystal Storm (Falling Kingdoms, #5)",Young Adult Fantasy,"2,017",[Morgan Rhodes],4.25,379 pages,?2016-12-13?,Razorbill,"5,725","4,434","1,731",341,91
31944679,19,"1,264",In Other Lands,Young Adult Fantasy,"2,017",[Sarah Rees Brennan],4.34,437 pages,?2017-08-15?,Big Mouth House,"3,595","1,678",596,218,146
25740412,20,"1,253","The Black Witch (The Black Witch Chronicles, #1)",Young Adult Fantasy,"2,017",[Laurie Forest],4.04,601 pages,?2017-05-02?,Harlequin Teen,"6,703","4,881","1,987",592,981
28006120,1,"34,516","The Ship of the Dead (Magnus Chase and the Gods of Asgard, #3)",Middle Grade & Children's,"2,017",[Rick Riordan],4.38,410 pages,?2017-10-03?,Disney-Hyperion Books,"22,780","13,920","4,494",679,264
30145666,2,"23,851","The Dark Prophecy (The Trials of Apollo, #2)",Middle Grade & Children's,"2,017","[Rick Riordan, John Rocco]",4.25,401 pages,?2017-05-02?,Disney-Hyperion,"21,058","17,496","6,654","1,007",246
30145677,3,"17,338",Beauty and the Beast: Lost in a Book,Middle Grade & Children's,"2,017",[Jennifer Donnelly],3.91,341 pages,?2017-01-31?,Disney Press,"3,525","3,848","2,722",652,175
32940857,4,"12,679","Worlds Collide (The Land of Stories, #6)",Middle Grade & Children's,"2,017","[Chris Colfer, Brandon Dorman]",4.55,480 pages,?2017-07-11?,"Little, Brown Books for Young Readers","8,837","2,921",985,228,79
30312547,5,"12,151",Amina's Voice,Middle Grade & Children's,"2,017",[Hena Khan],3.98,208 pages,?2017-03-14?,Salaam Reads / Simon  Schuster Books for Young Readers,"1,655","2,723","1,258",180,53
33282947,6,"9,726",See You in the Cosmos,Middle Grade & Children's,"2,017",[Jack Cheng],4.04,315 pages,?2017-02-28?,Dial Books,"2,570","3,067","1,469",292,70
32623542,7,"7,397",Beyond the Bright Sea,Middle Grade & Children's,"2,017",[Lauren Wolk],4.1,304 pages,?2017-05-02?,Dutton Books for Young Readers,"2,693","3,402","1,239",217,78
29563587,8,"6,811","Dragonwatch (Dragonwatch, #1)",Middle Grade & Children's,"2,017",[Brandon Mull],4.33,384 pages,?2017-03-14?,Shadow Mountain,"4,758","2,581",877,193,220
27242442,9,"6,101",Star-Crossed,Middle Grade & Children's,"2,017",[Barbara Dee],4.22,277 pages,?2017-03-14?,Aladdin,653,660,200,38,12
33386034,10,"5,823",Rise of the Isle of the Lost (Descendants #3),Middle Grade & Children's,"2,017",[Melissa de la Cruz],4.07,304 pages,?2017-05-23?,Disney-Hyperion,"1,478","1,113",774,134,57
31213737,11,"2,899",The Goldfish Boy,Middle Grade & Children's,"2,017",[Lisa   Thompson],4.1,320 pages,?2017-02-28?,Scholastic Press,"1,703","2,118",867,124,42
30758586,12,"2,311",Flying Lessons & Other Stories,Middle Grade & Children's,"2,017","[Ellen Oh, Kwame Alexander, Kelly J. Baptist, Soman Chainani, Matt de la Pena, Tim Federle, Grace Lin, Meg Medina, Walter Dean Myers, Tim Tingle, Jacqueline Woodson]",4.09,240 pages,?2017-01-03?,Crown Books for Young Readers,"1,158","1,452",597,70,38
32711417,13,"2,095","Quests for Glory (The School for Good and Evil: The Camelot Years, #1)",Middle Grade & Children's,"2,017","[Soman Chainani, Iacopo Bruno]",4.28,568 pages,?2017-09-19?,HarperCollins,"3,253","1,906",789,219,89
33158525,14,"1,748",Wishtree,Middle Grade & Children's,"2,017","[Katherine Applegate, Charles Santoso]",4.3,224 pages,?2017-09-26?,Feiwel  Friends,"10,272","6,903","2,633",447,215
30254963,15,"1,742","Talons of Power (Wings of Fire, #9)",Middle Grade & Children's,"2,017",[Tui T. Sutherland],4.61,336 pages,?2016-12-27?,Scholastic Press,"4,856","1,451",462,69,19
30037871,16,"1,724",The Ethan I Was Before,Middle Grade & Children's,"2,017",[Ali Standish],4.29,368 pages,?2017-01-24?,HarperCollins,874,762,236,32,9
30037873,17,"1,721",The Someday Birds,Middle Grade & Children's,"2,017",[Sally J. Pla],4.26,327 pages,?2017-01-24?,HarperCollins,806,693,233,40,9
33785205,18,"1,224","The Empty Grave (Lockwood & Co., #5)",Middle Grade & Children's,"2,017",[Jonathan Stroud],4.59,437 pages,?2017-09-12?,"Little, Brown Books for Young Readers","5,475","2,392",415,36,13
33865643,19,"1,142","The War I Finally Won (The War That Saved My Life, #2)",Middle Grade & Children's,"2,017",[Kimberly Brubaker Bradley],4.51,387 pages,?2017-10-03?,Dial Books,"10,807","5,972","1,189",91,41
31145091,20,599,"I Love You, Michael Collins",Middle Grade & Children's,"2,017",[Lauren Baratz-Logsted],4.13,240 pages,?2017-06-20?,"Farrar, Straus and Giroux (BYR)",348,382,158,22,10
32777609,1,"24,470",We're All Wonders,Picture Books,"2,017",[R.J. Palacio],4.29,32 pages,?2017-03-28?,Alfred A. Knopf Books for Young Readers,"3,739","2,251",994,207,82
34219824,2,"16,741",Malala's Magic Pencil,Picture Books,"2,017","[Malala Yousafzai, Kerascoët]",4.54,48 pages,?2017-10-17?,"Little, Brown Books for Young Readers","2,190",916,204,34,31
34504361,3,"15,500",She Persisted: 13 American Women Who Changed the World,Picture Books,"2,017","[Chelsea Clinton, Alexandra Boiger]",4.41,32 pages,?2017-05-30?,Philomel Books,"2,949","1,656",536,85,29
30364127,4,"8,483",Over and Under the Pond,Picture Books,"2,017","[Kate Messner, Christopher Silas Neal]",4.06,48 pages,?2017-03-07?,Chronicle Books,491,637,292,48,5
30268071,5,"7,857","A Greyhound, a Groundhog",Picture Books,"2,017","[Emily Jenkins, Chris Appelhans]",3.6,32 pages,?2017-01-03?,Schwartz & Wade Books,444,761,707,193,74
31247841,6,"7,755",Triangle,Picture Books,"2,017","[Mac Barnett, Jon Klassen]",3.82,46 pages,?2017-03-14?,Candlewick Press,"1,134","1,364","1,019",281,79
31456756,7,"7,240",The Book of Mistakes,Picture Books,"2,017",[Corinna Luyken],4.21,56 pages,?2017-04-18?,Dial Books,"1,554","1,109",438,124,55
30555639,8,"7,000",Little Fox in the Forest,Picture Books,"2,017",[Stephanie Graegin],4.27,40 pages,?2017-02-28?,Random House Studio,782,643,211,39,10
31215005,9,"6,684",The Legend of Rock Paper Scissors,Picture Books,"2,017","[Drew Daywalt, Adam Rex]",4.31,48 pages,?2017-04-04?,Balzer + Bray,"2,906","1,565",634,181,85
20670612,10,"6,094","The Youngest Marcher: The Story of Audrey Faye Hendricks, a Young Civil Rights Activist",Picture Books,"2,017","[Cynthia Levinson, Vanessa Brantley-Newton]",4.42,40 pages,?2017-01-17?,Atheneum Books for Young Readers,670,476,105,9,5
34137106,11,"2,855",A Different Pond,Picture Books,"2,017","[Bao Phi, Thi Bui]",4.27,32 pages,?2017-08-01?,Picture Window Books,"1,481","1,246",444,61,15
31340805,12,"2,517","Duck and Hippo in the Rainstorm (Duck and Hippo, #1)",Picture Books,"2,017","[Jonathan London, Andrew Joyner]",3.98,32 pages,?2017-03-01?,Two Lions,812,553,387,105,86
30254920,13,"2,308",Spunky Little Monkey,Picture Books,"2,017","[Bill Martin Jr., Michael Sampson, Brian Won]",3.76,32 pages,?2017-01-03?,Scholastic Press,201,340,220,61,20
34445373,14,"1,912",Franklin's Flying Bookshop,Picture Books,"2,017","[Jen Campbell, Katie Harnett]",4.28,32 pages,?2017-10-17?,Thames & Hudson,766,550,229,29,10
31423547,15,"1,809",Be Quiet!,Picture Books,"2,017",[Ryan T.  Higgins],4.19,40 pages,?2017-04-04?,Disney-Hyperion,972,750,339,83,16
30312747,16,"1,740",Not Quite Narwhal,Picture Books,"2,017",[Jessie Sima],4.47,32 pages,?2017-02-14?,Simon & Schuster Books for Young Readers,"2,463","1,390",356,41,9
31625795,17,"1,646",Jabari Jumps,Picture Books,"2,017",[Gaia Cornwall],4.31,32 pages,?2017-05-09?,Candlewick Press,"1,264","1,055",309,41,10
32508692,18,"1,578",The Case of the Stinky Stench,Picture Books,"2,017","[Josh Funk, Brendan Kearney]",4.04,34 pages,?2017-05-02?,Sterling Children's Books,338,334,184,48,6
30375426,19,"1,235",Trollbella Throws a Party: A Tale from the Land of Stories,Picture Books,"2,017","[Chris Colfer, Brandon Dorman]",4.07,32 pages,?2017-07-11?,"Little, Brown Books for Young Readers",270,112,128,36,10
33376257,20,"1,137",After the Fall: How Humpty Dumpty Got Back up Again,Picture Books,"2,017",[Dan Santat],4.51,40 pages,?2017-10-03?,Roaring Brook Press,"3,438","1,409",444,92,26
35791968,1,"55,300","Still Me (Me Before You, #3)",Fiction,"2,018",[Jojo Moyes],4.15,390 pages,?2018-01-30?,Pamela Dorman Books,"48,169","54,075","21,015","2,936",919
33590210,2,"41,826",An American Marriage,Fiction,"2,018",[Tayari Jones],3.96,308 pages,?2018-02-06?,Algonquin Books,"60,956","92,413","44,085","9,063","2,303"
36373463,3,"38,981","Us Against You (Beartown, #2)",Fiction,"2,018","[Fredrik Backman, Neil Smith]",4.33,448 pages,?2018-06-05?,Atria Books,"33,812","23,285","7,732","1,375",362
39280445,4,"31,447",Nine Perfect Strangers,Fiction,"2,018",[Liane Moriarty],3.5,453 pages,?2018-11-06?,Flatiron Books,"29,394","68,881","67,152","20,159","5,619"
38186611,5,"24,363",An Absolutely Remarkable Thing,Fiction,"2,018",[Hank Green],4.02,343 pages,?2018-09-25?,Dutton,"17,775","19,414","9,192","2,527",822
38820047,6,"23,695",Killing Commendatore,Fiction,"2,018","[Haruki Murakami, Philip Gabriel, Ted Goossen]",3.89,704 pages,?2018-10-09?,Knopf Publishing Group,"7,128","10,333","5,787","1,526",354
36692478,7,"18,614",There There,Fiction,"2,018",[Tommy Orange],3.98,294 pages,?2018-06-05?,Knopf,"27,944","37,109","17,667","4,162","1,180"
34275212,8,"17,854",Girls Burn Brighter,Fiction,"2,018",[Shobha Rao],3.77,309 pages,?2018-03-06?,Flatiron Books,"3,905","7,281","4,526","1,147",338
36723031,9,"17,490",All We Ever Wanted,Fiction,"2,018",[Emily Giffin],3.87,334 pages,?2018-06-26?,Ballantine Books,"20,206","36,846","19,958","3,620","1,251"
36082326,10,"15,427",Every Note Played,Fiction,"2,018",[Lisa Genova],4.1,307 pages,?2018-03-20?,Scout Press,"11,747","14,444","5,571",969,284
35480518,11,"7,343",The Female Persuasion,Fiction,"2,018",[Meg Wolitzer],3.59,454 pages,?2018-04-03?,Riverhead Books,"6,658","15,554","13,079","3,655",817
36840397,12,"6,839",A Place for Us,Fiction,"2,018",[Fatima Farheen Mirza],4.15,385 pages,?2018-06-12?,SJP for Hogarth,"14,771","13,195","5,474","1,368",454
39072220,13,"5,554",A Spark of Light,Fiction,"2,018",[Jodi Picoult],3.69,352 pages,?2018-10-02?,Ballantine Books,"18,240","29,284","23,323","6,477","2,075"
36203391,14,"5,045",My Year of Rest and Relaxation,Fiction,"2,018",[Ottessa Moshfegh],3.68,288 pages,?2018-07-12?,Jonathan Cape,"13,355","21,180","14,885","5,331","2,051"
34262106,15,"4,405",Everything Here Is Beautiful,Fiction,"2,018",[Mira T. Lee],3.93,368 pages,?2018-01-16?,Pamela Dorman Books,"3,387","6,427","2,922",514,139
35187203,16,"4,239",The Overstory,Fiction,"2,018",[Richard Powers],4.18,502 pages,?2018-04-03?,W. W. Norton & Company,"21,092","14,362","6,911","2,059",668
35952871,17,"3,126","You Think It, I'll Say It",Fiction,"2,018",[Curtis Sittenfeld],3.71,226 pages,?2018-04-24?,Random House,"5,229","11,215","7,226","1,986",577
36249638,18,"1,973",How to Walk Away,Fiction,"2,018",[Katherine Center],4.07,302 pages,?2018-05-15?,St. Martin's Press,"13,171","16,692","7,058","1,290",277
36723245,19,"1,641",The Book of Essie,Fiction,"2,018",[Meghan MacLean Weir],3.93,319 pages,?2018-06-12?,Knopf Publishing Group,"6,202","10,395","5,051","1,013",257
36373648,20,"1,352",The Mars Room,Fiction,"2,018",[Rachel Kushner],3.49,338 pages,?2018-05-01?,Scribner,"4,535","10,554","9,272","3,521",995
36124936,1,"62,170",The Outsider,Mystery & Thriller,"2,018",[Stephen King],4.0,561 pages,?2018-05-22?,Scribner,"47,605","63,444","28,694","6,190","2,013"
34848682,2,"55,003",The Woman in the Window,Mystery & Thriller,"2,018",[A.J. Finn],3.94,429 pages,?2018-01-02?,William Morrow,"105,280","151,792","76,251","16,943","5,719"
40696964,3,"39,287","Lethal White (Cormoran Strike, #4)",Mystery & Thriller,"2,018",[Robert Galbraith],4.24,650 pages,?2018-09-18?,Mulholland Books,"42,048","40,924","12,552","1,918",613
34189556,4,"26,711",The Wife Between Us,Mystery & Thriller,"2,018","[Greer Hendricks, Sarah Pekkanen]",3.84,352 pages,?2018-01-09?,St. Martin's Press,"48,829","76,688","46,693","11,407","3,356"
