id,age,suicides_no,population
36837,55-74 years,690.0,3563100.0
36838,75+ years,366.0,838900.0
36839,15-24 years,56.0,3190200.0
36840,25-34 years,80.0,3089200.0
36841,35-54 years,168.0,4829500.0
36842,5-14 years,2.0,2325300.0
36843,55-74 years,286.0,4103900.0
36844,75+ years,150.0,1502900.0
36845,15-24 years,253.0,3334000.0
36846,25-34 years,418.0,3161200.0
36847,35-54 years,628.0,4783200.0
36848,5-14 years,10.0,2447200.0
36849,55-74 years,739.0,3579300.0
36850,75+ years,381.0,857200.0
36851,15-24 years,65.0,3156100.0
36852,25-34 years,69.0,3118000.0
36853,35-54 years,183.0,4928000.0
36854,5-14 years,1.0,2233200.0
36855,55-74 years,273.0,4106700.0
36856,75+ years,158.0,1541300.0
36857,15-24 years,287.0,3297800.0
36858,25-34 years,398.0,3196300.0
36859,35-54 years,600.0,4882200.0
36860,5-14 years,8.0,2351100.0
36861,55-74 years,718.0,3583900.0
36862,75+ years,397.0,880700.0
36863,15-24 years,70.0,3106900.0
36864,25-34 years,110.0,3144900.0
36865,35-54 years,222.0,5026000.0
36866,5-14 years,8.0,2153000.0
36867,55-74 years,298.0,4106800.0
36868,75+ years,161.0,1585000.0
36869,15-24 years,278.0,3245600.0
36870,25-34 years,406.0,3228500.0
36871,35-54 years,643.0,4980500.0
36872,5-14 years,5.0,2269000.0
36873,55-74 years,716.0,3585800.0
36874,75+ years,403.0,909200.0
36875,15-24 years,70.0,3042300.0
36876,25-34 years,87.0,3169000.0
36877,35-54 years,207.0,5117000.0
36878,5-14 years,5.0,2086800.0
36879,55-74 years,292.0,4112300.0
36880,75+ years,186.0,1633100.0
36881,15-24 years,257.0,3177500.0
36882,25-34 years,421.0,3257100.0
36883,35-54 years,673.0,5072000.0
36884,5-14 years,9.0,2202500.0
36885,55-74 years,702.0,3593200.0
36886,75+ years,464.0,942200.0
36887,15-24 years,44.0,2963300.0
36888,25-34 years,99.0,3190600.0
36889,35-54 years,203.0,5204500.0
36890,5-14 years,4.0,2030500.0
36891,55-74 years,257.0,4120800.0
36892,75+ years,155.0,1683900.0
36893,15-24 years,249.0,3095400.0
36894,25-34 years,443.0,3282800.0
36895,35-54 years,650.0,5160800.0
36896,5-14 years,4.0,2145800.0
36897,55-74 years,702.0,3602900.0
36898,75+ years,451.0,977600.0
36899,15-24 years,61.0,2890218.0
36900,25-34 years,64.0,3242804.0
36901,35-54 years,204.0,5320218.0
36902,5-14 years,0.0,1992855.0
36903,55-74 years,309.0,4152474.0
36904,75+ years,171.0,1752702.0
36905,15-24 years,218.0,3024035.0
36906,25-34 years,368.0,3349113.0
36907,35-54 years,689.0,5278476.0
36908,5-14 years,2.0,2109838.0
36909,55-74 years,681.0,3645758.0
36910,75+ years,453.0,1030780.0
36911,15-24 years,43.0,2846326.0
36912,25-34 years,107.0,3274904.0
36913,35-54 years,216.0,5498932.0
36914,5-14 years,3.0,1984299.0
36915,55-74 years,285.0,4176546.0
36916,75+ years,165.0,1821548.0
36917,15-24 years,229.0,2984879.0
36918,25-34 years,400.0,3377214.0
36919,35-54 years,742.0,5461859.0
36920,5-14 years,6.0,2096540.0
36921,55-74 years,710.0,3711409.0
36922,75+ years,488.0,1085540.0
36923,15-24 years,40.0,2774641.0
36924,25-34 years,93.0,3333937.0
36925,35-54 years,234.0,5635311.0
36926,5-14 years,4.0,1960476.0
36927,55-74 years,228.0,4211088.0
36928,75+ years,160.0,1873657.0
36929,15-24 years,194.0,2913033.0
36930,25-34 years,407.0,3456947.0
36931,35-54 years,702.0,5607814.0
36932,5-14 years,7.0,2070400.0
36933,55-74 years,658.0,3750171.0
36934,75+ years,462.0,1126029.0
36935,15-24 years,46.0,2719911.0
36936,25-34 years,103.0,3417162.0
36937,35-54 years,245.0,5794565.0
36938,5-14 years,1.0,1961320.0
36939,55-74 years,268.0,4260724.0
36940,75+ years,154.0,1934508.0
36941,15-24 years,196.0,2855801.0
36942,25-34 years,414.0,3566812.0
36943,35-54 years,752.0,5784305.0
36944,5-14 years,7.0,2069866.0
36945,55-74 years,688.0,3804296.0
36946,75+ years,498.0,1171341.0
36947,15-24 years,56.0,2663400.0
36948,25-34 years,93.0,3492577.0
36949,35-54 years,266.0,5948492.0
36950,5-14 years,1.0,1967167.0
36951,55-74 years,250.0,4309104.0
36952,75+ years,162.0,1997884.0
36953,15-24 years,191.0,2795116.0
36954,25-34 years,459.0,3667417.0
36955,35-54 years,799.0,5955985.0
36956,5-14 years,2.0,2075819.0
36957,55-74 years,676.0,3855429.0
36958,75+ years,523.0,1219166.0
36959,15-24 years,56.0,2605983.0
36960,25-34 years,89.0,3558696.0
36961,35-54 years,267.0,6105697.0
36962,5-14 years,1.0,1975353.0
36963,55-74 years,261.0,4356779.0
36964,75+ years,183.0,2064141.0
36965,15-24 years,175.0,2735115.0
36966,25-34 years,421.0,3758199.0
36967,35-54 years,887.0,6135485.0
36968,5-14 years,11.0,2084465.0
36969,55-74 years,659.0,3906640.0
36970,75+ years,498.0,1269270.0
36971,15-24 years,38.0,2553272.0
36972,25-34 years,117.0,3615897.0
36973,35-54 years,228.0,6266642.0
36974,5-14 years,3.0,1988979.0
36975,55-74 years,277.0,4405181.0
36976,75+ years,166.0,2131394.0
36977,15-24 years,164.0,2683966.0
36978,25-34 years,402.0,3844965.0
36979,35-54 years,829.0,6325167.0
36980,5-14 years,4.0,2099387.0
36981,55-74 years,663.0,3959581.0
36982,75+ years,508.0,1321048.0
36983,15-24 years,39.0,2504340.0
36984,25-34 years,87.0,3653351.0
36985,35-54 years,245.0,6427029.0
36986,5-14 years,3.0,2011294.0
36987,55-74 years,217.0,4450959.0
36988,75+ years,144.0,2199499.0
36989,15-24 years,153.0,2635454.0
36990,25-34 years,368.0,3903848.0
36991,35-54 years,822.0,6515790.0
36992,5-14 years,2.0,2122756.0
36993,55-74 years,676.0,4010241.0
36994,75+ years,491.0,1374287.0
36995,15-24 years,30.0,2477304.0
36996,25-34 years,97.0,3690155.0
36997,35-54 years,275.0,6607654.0
36998,5-14 years,5.0,2047289.0
36999,55-74 years,248.0,4502070.0
37000,75+ years,146.0,2265062.0
37001,15-24 years,114.0,2609810.0
37002,25-34 years,332.0,3962434.0
37003,35-54 years,841.0,6733333.0
37004,5-14 years,7.0,2161485.0
37005,55-74 years,633.0,4065846.0
37006,75+ years,536.0,1424885.0
37007,15-24 years,30.0,2456366.0
37008,25-34 years,87.0,3705581.0
37009,35-54 years,261.0,6786588.0
37010,5-14 years,2.0,2092458.0
37011,55-74 years,247.0,4552840.0
37012,75+ years,154.0,2324904.0
37013,15-24 years,138.0,2581615.0
37014,25-34 years,379.0,3966630.0
37015,35-54 years,972.0,6933625.0
37016,5-14 years,2.0,2209304.0
37017,55-74 years,701.0,4119213.0
37018,75+ years,484.0,1470360.0
37019,15-24 years,32.0,2405171.0
37020,25-34 years,80.0,3645416.0
37021,35-54 years,274.0,6917215.0
37022,5-14 years,1.0,2128209.0
37023,55-74 years,227.0,4595765.0
37024,75+ years,149.0,2382502.0
37025,15-24 years,139.0,2527370.0
37026,25-34 years,344.0,3882169.0
37027,35-54 years,945.0,7078821.0
37028,5-14 years,7.0,2247483.0
37029,55-74 years,714.0,4165673.0
37030,75+ years,517.0,1514292.0
37031,15-24 years,23.0,2348349.0
37032,25-34 years,59.0,3550860.0
37033,35-54 years,281.0,7026589.0
37034,5-14 years,0.0,2161906.0
37035,55-74 years,207.0,4648706.0
37036,75+ years,120.0,2436769.0
37037,15-24 years,99.0,2455458.0
37038,25-34 years,272.0,3734261.0
37039,35-54 years,971.0,7176013.0
37040,5-14 years,3.0,2285012.0
37041,55-74 years,635.0,4217377.0
37042,75+ years,488.0,1554056.0
37043,15-24 years,21.0,2294452.0
37044,25-34 years,70.0,3430347.0
37045,35-54 years,290.0,7123072.0
37046,5-14 years,1.0,2190917.0
37047,55-74 years,230.0,4716571.0
37048,75+ years,133.0,2482153.0
37049,15-24 years,93.0,2391304.0
37050,25-34 years,282.0,3561829.0
37051,35-54 years,942.0,7264343.0
37052,5-14 years,1.0,2317337.0
37053,55-74 years,603.0,4282522.0
37054,75+ years,514.0,1587724.0
37055,15-24 years,34.0,2275761.0
37056,25-34 years,74.0,3332672.0
37057,35-54 years,333.0,7311647.0
37058,5-14 years,1.0,2249607.0
37059,55-74 years,230.0,4772892.0
37060,75+ years,143.0,2583804.0
37061,15-24 years,120.0,2380360.0
37062,25-34 years,318.0,3431219.0
37063,35-54 years,1016.0,7529797.0
37064,5-14 years,4.0,2384853.0
37065,55-74 years,695.0,4411118.0
37066,75+ years,571.0,1655129.0
37067,15-24 years,45.0,2226350.0
37068,25-34 years,79.0,3167837.0
37069,35-54 years,373.0,7349605.0
37070,5-14 years,3.0,2282942.0
37071,55-74 years,287.0,4877060.0
37072,75+ years,173.0,2610418.0
37073,15-24 years,131.0,2330807.0
37074,25-34 years,260.0,3221833.0
37075,35-54 years,1174.0,7548690.0
37076,5-14 years,6.0,2422042.0
37077,55-74 years,812.0,4513382.0
37078,75+ years,530.0,1676659.0
37079,15-24 years,50.0,2191362.0
37080,25-34 years,86.0,3012206.0
37081,35-54 years,380.0,7373279.0
37082,5-14 years,6.0,2312052.0
37083,55-74 years,294.0,5008921.0
37084,75+ years,157.0,2611618.0
37085,15-24 years,136.0,2297600.0
37086,25-34 years,268.0,3040808.0
37087,35-54 years,1184.0,7552174.0
37088,5-14 years,4.0,2455356.0
37089,55-74 years,759.0,4639848.0
37090,75+ years,587.0,1677547.0
37091,15-24 years,47.0,2177807.0
37092,25-34 years,66.0,2884411.0
37093,35-54 years,360.0,7389698.0
37094,5-14 years,1.0,2329505.0
37095,55-74 years,281.0,5125562.0
37096,75+ years,168.0,2624796.0
37097,15-24 years,109.0,2287320.0
37098,25-34 years,241.0,2897590.0
37099,35-54 years,1015.0,7551081.0
37100,5-14 years,7.0,2475209.0
37101,55-74 years,736.0,4750328.0
37102,75+ years,573.0,1693221.0
37103,15-24 years,831.0,1515000.0
37104,25-34 years,284.0,962000.0
37105,35-54 years,163.0,1253000.0
37106,5-14 years,47.0,1876000.0
37107,55-74 years,64.0,517000.0
37108,75+ years,21.0,88000.0
37109,15-24 years,1079.0,1541000.0
37110,25-34 years,702.0,994000.0
37111,35-54 years,528.0,1391000.0
37112,5-14 years,81.0,1936000.0
37113,55-74 years,348.0,643000.0
37114,75+ years,121.0,94000.0
37115,15-24 years,942.0,1542000.0
37116,25-34 years,280.0,979000.0
37117,35-54 years,137.0,1276000.0
37118,5-14 years,53.0,1910000.0
37119,55-74 years,77.0,526000.0
37120,75+ years,20.0,89000.0
37121,15-24 years,1174.0,1568000.0
37122,25-34 years,656.0,1012000.0
37123,35-54 years,537.0,1416000.0
37124,5-14 years,73.0,1971000.0
37125,55-74 years,344.0,655000.0
37126,75+ years,108.0,96000.0
37127,15-24 years,966.0,1585000.0
37128,25-34 years,331.0,1216000.0
37129,35-54 years,187.0,1344000.0
37130,5-14 years,63.0,1697000.0
37131,55-74 years,64.0,577000.0
37132,75+ years,30.0,102000.0
37133,15-24 years,1386.0,1605000.0
37134,25-34 years,810.0,1235000.0
37135,35-54 years,643.0,1410000.0
37136,5-14 years,81.0,1762000.0
37137,55-74 years,397.0,652000.0
37138,75+ years,118.0,110000.0
37139,15-24 years,1028.0,1607000.0
37140,25-34 years,364.0,1235000.0
37141,35-54 years,220.0,1364000.0
37142,5-14 years,75.0,1721000.0
37143,55-74 years,96.0,585000.0
37144,75+ years,24.0,104000.0
37145,15-24 years,1479.0,1628000.0
37146,25-34 years,882.0,1254000.0
37147,35-54 years,760.0,1430000.0
37148,5-14 years,97.0,1788000.0
37149,55-74 years,460.0,661000.0
37150,75+ years,106.0,111000.0
37151,15-24 years,1066.0,1627000.0
37152,25-34 years,374.0,1249000.0
37153,35-54 years,230.0,1381000.0
37154,5-14 years,58.0,1742000.0
37155,55-74 years,81.0,592000.0
37156,75+ years,20.0,105000.0
37157,15-24 years,1522.0,1648000.0
37158,25-34 years,925.0,1269000.0
37159,35-54 years,835.0,1447000.0
37160,5-14 years,75.0,1809000.0
37161,55-74 years,461.0,670000.0
37162,75+ years,122.0,113000.0
37163,15-24 years,943.0,1652000.0
37164,25-34 years,426.0,1268000.0
37165,35-54 years,203.0,1402000.0
37166,5-14 years,55.0,1768000.0
37167,55-74 years,80.0,600000.0
37168,75+ years,23.0,106000.0
37169,15-24 years,1432.0,1673000.0
37170,25-34 years,1024.0,1288000.0
37171,35-54 years,824.0,1469000.0
37172,5-14 years,71.0,1836000.0
37173,55-74 years,443.0,680000.0
37174,75+ years,144.0,115000.0
37175,15-24 years,804.0,1680400.0
37176,25-34 years,365.0,1290400.0
37177,35-54 years,193.0,1425200.0
37178,5-14 years,35.0,1799700.0
37179,55-74 years,72.0,611700.0
37180,75+ years,22.0,109400.0
37181,15-24 years,1304.0,1702300.0
37182,25-34 years,1045.0,1310300.0
37183,35-54 years,851.0,1495400.0
37184,5-14 years,48.0,1868800.0
37185,55-74 years,461.0,690600.0
37186,75+ years,145.0,117200.0
37187,15-24 years,500.0,1726757.0
37188,25-34 years,284.0,1516469.0
37189,35-54 years,228.0,2135855.0
37190,5-14 years,26.0,1768842.0
37191,55-74 years,102.0,966021.0
37192,75+ years,30.0,196180.0
37193,15-24 years,768.0,1772399.0
37194,25-34 years,918.0,1524411.0
37195,35-54 years,1211.0,2095820.0
37196,5-14 years,37.0,1840930.0
37197,55-74 years,648.0,919081.0
37198,75+ years,146.0,191662.0
37199,15-24 years,623.0,1738059.0
37200,25-34 years,341.0,1514575.0
37201,35-54 years,313.0,2204629.0
37202,5-14 years,49.0,1739451.0
37203,55-74 years,118.0,984037.0
37204,75+ years,53.0,201309.0
37205,15-24 years,924.0,1779781.0
37206,25-34 years,1109.0,1514832.0
37207,35-54 years,1491.0,2161948.0
37208,5-14 years,36.0,1810805.0
37209,55-74 years,649.0,930446.0
37210,75+ years,181.0,195537.0
37211,15-24 years,522.0,1753245.0
37212,25-34 years,310.0,1508958.0
37213,35-54 years,278.0,2271131.0
37214,5-14 years,52.0,1710834.0
37215,55-74 years,118.0,1006698.0
37216,75+ years,32.0,205515.0
37217,15-24 years,740.0,1792565.0
37218,25-34 years,968.0,1499623.0
37219,35-54 years,1567.0,2224435.0
37220,5-14 years,40.0,1780463.0
37221,55-74 years,677.0,946470.0
37222,75+ years,214.0,197754.0
37223,15-24 years,536.0,1767426.0
37224,25-34 years,303.0,1501778.0
37225,35-54 years,304.0,2334618.0
37226,5-14 years,35.0,1684408.0
37227,55-74 years,121.0,1035715.0
37228,75+ years,49.0,208739.0
37229,15-24 years,765.0,1805721.0
37230,25-34 years,997.0,1481693.0
37231,35-54 years,1609.0,2281687.0
37232,5-14 years,35.0,1751332.0
37233,55-74 years,683.0,968940.0
37234,75+ years,182.0,198230.0
37235,15-24 years,504.0,1776940.0
37236,25-34 years,288.0,1495529.0
37237,35-54 years,309.0,2394085.0
37238,5-14 years,27.0,1659830.0
37239,55-74 years,125.0,1072256.0
37240,75+ years,40.0,210936.0
37241,15-24 years,615.0,1815183.0
37242,25-34 years,873.0,1464384.0
37243,35-54 years,1521.0,2331906.0
37244,5-14 years,21.0,1723309.0
37245,55-74 years,729.0,999107.0
37246,75+ years,200.0,196877.0
37247,15-24 years,394.0,1778830.0
37248,25-34 years,224.0,1503451.0
37249,35-54 years,244.0,2437630.0
37250,5-14 years,15.0,1640606.0
37251,55-74 years,100.0,1109859.0
37252,75+ years,31.0,222745.0
37253,15-24 years,508.0,1811743.0
37254,25-34 years,755.0,1469938.0
37255,35-54 years,1468.0,2362538.0
37256,5-14 years,18.0,1699714.0
37257,55-74 years,671.0,1025106.0
37258,75+ years,162.0,204801.0
37259,15-24 years,335.0,1772766.0
37260,25-34 years,213.0,1514774.0
37261,35-54 years,204.0,2477980.0
37262,5-14 years,28.0,1626383.0
37263,55-74 years,106.0,1153099.0
37264,75+ years,31.0,234216.0
37265,15-24 years,520.0,1799884.0
37266,25-34 years,639.0,1478000.0
37267,35-54 years,1476.0,2389646.0
37268,5-14 years,24.0,1682076.0
37269,55-74 years,641.0,1055685.0
37270,75+ years,165.0,211446.0
37271,15-24 years,358.0,1760232.0
37272,25-34 years,186.0,1529565.0
37273,35-54 years,218.0,2514643.0
37274,5-14 years,23.0,1615933.0
37275,55-74 years,111.0,1200816.0
37276,75+ years,38.0,245223.0
37277,15-24 years,509.0,1781707.0
37278,25-34 years,650.0,1488285.0
37279,35-54 years,1483.0,2413016.0
37280,5-14 years,11.0,1668884.0
37281,55-74 years,690.0,1089743.0
37282,75+ years,190.0,216549.0
37283,15-24 years,333.0,1699144.0
37284,25-34 years,194.0,1594072.0
37285,35-54 years,198.0,2603293.0
37286,5-14 years,11.0,1606015.0
37287,55-74 years,111.0,1344897.0
37288,75+ years,51.0,276505.0
37289,15-24 years,423.0,1697398.0
37290,25-34 years,573.0,1541529.0
37291,35-54 years,1246.0,2465505.0
37292,5-14 years,15.0,1650300.0
37293,55-74 years,649.0,1187973.0
37294,75+ years,211.0,224927.0
37295,15-24 years,9.0,39998.0
37296,25-34 years,6.0,20802.0
37297,35-54 years,4.0,29636.0
37298,5-14 years,1.0,50670.0
37299,55-74 years,2.0,12697.0
37300,75+ years,1.0,3242.0
37301,15-24 years,9.0,41178.0
37302,25-34 years,5.0,21059.0
37303,35-54 years,9.0,29614.0
37304,5-14 years,1.0,52220.0
37305,55-74 years,1.0,12637.0
37306,75+ years,1.0,2636.0
37307,15-24 years,6.0,41009.0
37308,25-34 years,3.0,21493.0
37309,35-54 years,5.0,29999.0
37310,5-14 years,1.0,48570.0
37311,55-74 years,3.0,13038.0
37312,75+ years,1.0,3470.0
37313,15-24 years,9.0,42216.0
37314,25-34 years,10.0,22094.0
37315,35-54 years,13.0,30172.0
37316,5-14 years,1.0,50122.0
37317,55-74 years,4.0,13056.0
37318,75+ years,2.0,2692.0
37319,15-24 years,9.0,41610.0
37320,25-34 years,0.0,22487.0
37321,35-54 years,7.0,30451.0
37322,5-14 years,0.0,46696.0
37323,55-74 years,3.0,13389.0
37324,75+ years,0.0,3559.0
37325,15-24 years,7.0,43105.0
37326,25-34 years,5.0,23156.0
37327,35-54 years,18.0,30548.0
37328,5-14 years,1.0,48570.0
37329,55-74 years,2.0,13359.0
37330,75+ years,0.0,2760.0
37331,15-24 years,14.0,42900.0
37332,25-34 years,4.0,15200.0
37333,35-54 years,2.0,25400.0
37334,5-14 years,0.0,58100.0
37335,55-74 years,1.0,14400.0
37336,75+ years,1.0,3100.0
37337,15-24 years,12.0,45000.0
37338,25-34 years,11.0,12200.0
37339,35-54 years,16.0,21400.0
37340,5-14 years,0.0,59100.0
37341,55-74 years,3.0,11400.0
37342,75+ years,0.0,2000.0
37343,15-24 years,11.0,50800.0
37344,25-34 years,3.0,18000.0
37345,35-54 years,4.0,22200.0
37346,5-14 years,2.0,51800.0
37347,55-74 years,4.0,14800.0
37348,75+ years,0.0,4200.0
37349,15-24 years,22.0,53000.0
37350,25-34 years,25.0,15900.0
37351,35-54 years,21.0,20100.0
37352,5-14 years,2.0,54000.0
37353,55-74 years,7.0,11700.0
37354,75+ years,2.0,2200.0
37355,15-24 years,7.0,51400.0
37356,25-34 years,0.0,18300.0
37357,35-54 years,7.0,22600.0
37358,5-14 years,1.0,52400.0
37359,55-74 years,5.0,15000.0
37360,75+ years,2.0,4200.0
37361,15-24 years,17.0,53700.0
37362,25-34 years,11.0,16100.0
37363,35-54 years,20.0,20500.0
37364,5-14 years,2.0,54600.0
37365,55-74 years,6.0,11700.0
37366,75+ years,2.0,2200.0
37367,15-24 years,6.0,40116.0
37368,25-34 years,2.0,28111.0
37369,35-54 years,2.0,33022.0
37370,5-14 years,1.0,39865.0
37371,55-74 years,0.0,15921.0
37372,75+ years,1.0,3737.0
37373,15-24 years,13.0,43404.0
37374,25-34 years,6.0,29250.0
37375,35-54 years,7.0,32808.0
37376,5-14 years,0.0,41849.0
37377,55-74 years,2.0,15344.0
37378,75+ years,2.0,2867.0
37379,15-24 years,8.0,40204.0
37380,25-34 years,1.0,29656.0
37381,35-54 years,1.0,33647.0
37382,5-14 years,1.0,39799.0
37383,55-74 years,0.0,16552.0
37384,75+ years,1.0,3776.0
37385,15-24 years,8.0,43517.0
37386,25-34 years,13.0,30977.0
37387,35-54 years,12.0,33400.0
37388,5-14 years,0.0,41778.0
37389,55-74 years,5.0,15788.0
37390,75+ years,2.0,2919.0
37391,15-24 years,10.0,40327.0
37392,25-34 years,0.0,31329.0
37393,35-54 years,2.0,34480.0
37394,5-14 years,0.0,40174.0
37395,55-74 years,4.0,17297.0
37396,75+ years,1.0,3816.0
37397,15-24 years,9.0,43613.0
37398,25-34 years,12.0,32853.0
37399,35-54 years,7.0,34213.0
37400,5-14 years,0.0,42219.0
37401,55-74 years,3.0,16330.0
37402,75+ years,1.0,2960.0
37403,15-24 years,3.0,40352.0
37404,25-34 years,1.0,32892.0
37405,35-54 years,3.0,35415.0
37406,5-14 years,0.0,40886.0
37407,55-74 years,4.0,18079.0
37408,75+ years,1.0,3844.0
37409,15-24 years,11.0,43552.0
37410,25-34 years,11.0,34649.0
37411,35-54 years,17.0,35135.0
37412,5-14 years,0.0,43043.0
37413,55-74 years,1.0,16912.0
37414,75+ years,1.0,2964.0
37415,15-24 years,2.0,46000.0
37416,25-34 years,2.0,35000.0
37417,35-54 years,0.0,32000.0
37418,5-14 years,0.0,43500.0
37419,55-74 years,0.0,17000.0
37420,75+ years,0.0,3200.0
37421,15-24 years,7.0,47000.0
37422,25-34 years,8.0,34000.0
37423,35-54 years,2.0,28000.0
37424,5-14 years,1.0,45000.0
37425,55-74 years,1.0,16000.0
37426,75+ years,3.0,2000.0
37427,15-24 years,9.0,40020.0
37428,25-34 years,5.0,35339.0
37429,35-54 years,1.0,37467.0
37430,5-14 years,2.0,42788.0
37431,55-74 years,4.0,19527.0
37432,75+ years,1.0,3932.0
37433,15-24 years,5.0,42924.0
37434,25-34 years,15.0,37620.0
37435,35-54 years,13.0,37217.0
37436,5-14 years,0.0,45247.0
37437,55-74 years,1.0,18019.0
37438,75+ years,1.0,2979.0
37439,15-24 years,6.0,39704.0
37440,25-34 years,2.0,36206.0
37441,35-54 years,2.0,38576.0
37442,5-14 years,2.0,43929.0
37443,55-74 years,1.0,20189.0
37444,75+ years,0.0,3987.0
37445,15-24 years,9.0,42389.0
37446,25-34 years,11.0,38778.0
37447,35-54 years,10.0,38358.0
37448,5-14 years,0.0,46555.0
37449,55-74 years,5.0,18529.0
37450,75+ years,0.0,2994.0
37451,15-24 years,5.0,38880.0
37452,25-34 years,4.0,37603.0
37453,35-54 years,1.0,42582.0
37454,5-14 years,0.0,47069.0
37455,55-74 years,3.0,22077.0
37456,75+ years,0.0,4130.0
37457,15-24 years,12.0,40901.0
37458,25-34 years,14.0,40792.0
37459,35-54 years,10.0,42573.0
37460,5-14 years,1.0,49923.0
37461,55-74 years,4.0,19931.0
37462,75+ years,1.0,2953.0
37463,15-24 years,1.0,39181.0
37464,25-34 years,0.0,38017.0
37465,35-54 years,1.0,44201.0
37466,5-14 years,1.0,47703.0
37467,55-74 years,1.0,22310.0
37468,75+ years,0.0,4289.0
37469,15-24 years,3.0,40974.0
37470,25-34 years,6.0,41058.0
37471,35-54 years,6.0,44241.0
37472,5-14 years,0.0,50437.0
37473,55-74 years,1.0,20314.0
37474,75+ years,1.0,3080.0
37475,15-24 years,2.0,39505.0
37476,25-34 years,3.0,38337.0
37477,35-54 years,3.0,46033.0
37478,5-14 years,2.0,48099.0
37479,55-74 years,1.0,22554.0
37480,75+ years,0.0,4426.0
37481,15-24 years,5.0,41081.0
37482,25-34 years,5.0,41122.0
37483,35-54 years,5.0,46141.0
